"Dataset","Group","CGMS1","CGMS2","MCMDS","DM","PLTHT","BRNHT1","HI","logFYLD","logTOPYLD","logRTNO"
"IITAaugmented","nrTP",0.0675418237768462,0.0575556088769883,0.0637584334158608,-0.871541455881756,-0.821206840251235,-6.59169102673774,-0.0166242021848702,0.00540950261132039,0.0753466863733584,-0.0572320133770963
"IITAaugmented","nrTP",0.0890888758550048,-0.0660501091447197,0.112658192019326,-1.28427047781371,6.97784505936377,5.23727970076319,0.0660329699060302,0.070151827330464,-0.135730650314439,-0.0517801247429554
"IITAaugmented","nrTP",-0.137362586821766,-0.0548385255553051,0.0313857826964597,-1.85333613761882,-1.5633092310674,0.820294909455022,0.034180897297599,0.0965871944706453,-0.0382059579929701,0.0207372911433725
"IITAaugmented","nrTP",-0.167347471451551,-0.0572956842463266,0.0294795944945366,-1.70507328779804,-1.90017778202542,0.551565752754571,0.0276322503045248,0.0894506493286656,-0.0342674277934222,0.0218653888485551
"IITAaugmented","nrTP",-0.174636973917611,-0.0562723003917405,0.0362528317096362,-1.91189039077463,-1.54446206807646,0.69615076735394,0.0212251318227451,0.0770064715772865,-0.0244549026383478,0.0110094653140527
"IITAaugmented","nrTP",-0.216377559338657,-0.0682549056272923,-0.0178177834878975,0.336011291860225,-0.125655518614338,0.363020530848769,0.0185742451743406,-0.0920602945449401,-0.102388170958444,-0.141208035606627
"IITAaugmented","nrTP",-0.175167084006956,-0.046460644344094,-0.0544797561507194,-2.42085997344965,2.39802615139551,-1.74699886549433,-0.011572681241981,-0.0381059078081494,-0.00612963698846384,0.0863559311021223
"IITAaugmented","nrTP",-0.1294778083284,0.0167732767791538,-0.0440711242526825,0.0820244558531977,-3.50189368053101,0.860752432545111,-0.030664303653925,-0.144150831688189,-0.130487967201429,-0.227912705532619
"IITAaugmented","nrTP",-0.0473841469628442,-0.0228488767069667,-0.313225584665394,3.14261544363279,-9.63579499092919,-7.4382544673545,0.0663200871082369,0.30243285824836,0.0210791841979818,0.40691896371056
"IITAaugmented","nrTP",-0.192519261687522,-0.0586489070531635,0.0770719431875726,4.36991840613856,-0.775771692902676,6.08974031400037,0.0394000531912593,-0.19432839518179,-0.25991126384983,-0.129392062246507
"IITAaugmented","nrTP",-0.210443307912902,-0.0599096402627585,0.112821788640673,3.83492720199588,-1.19448629251943,6.08047491774428,0.0300115061702685,-0.240748129794809,-0.272878319959478,-0.17118515524306
"IITAaugmented","nrTP",0.19942297414223,0.172238734106185,0.358353566270773,-0.15436808058553,0.670206641148815,13.4171471505459,0.00517631808566544,-0.276017985208511,-0.304986710974053,-0.279767450700851
"IITAaugmented","nrTP",-0.365383968121703,-0.136251638660282,-0.000658816963362075,1.5659847398641,0.226706871919882,3.41845463709737,-0.108678565808302,-0.403532340054763,-0.0110765263375799,-0.0645286939223246
"IITAaugmented","nrTP",-0.245523708607024,-0.0311315055952869,-0.258796470582229,0.217661320809695,-6.6110310980188,4.13151969253302,-0.0368972741270726,-0.192567970319943,-0.0788416088910912,0.0831628621972512
"IITAaugmented","nrTP",-0.0415513337794903,-0.0133732650983989,-0.0719568007487596,2.38818753402382,-10.9805059157041,11.9937109540283,-0.0112051778461035,0.00166447114588145,0.0282939724617284,0.107107072154909
"IITAaugmented","nrTP",-0.228144621161067,-0.107268426598174,-0.029179743609399,1.00047332153822,-1.31735784440305,6.89778794860267,-0.0717482650794343,-0.258132198779381,0.00587446354382518,0.05681809332704
"IITAaugmented","nrTP",-0.384642749396592,-0.122491379561062,-0.0557309630398006,1.54928365302006,-3.39167446164704,1.81771474609409,-0.110051392991942,-0.392644641569929,-0.0258888060172789,-0.0910070951098667
"IITAaugmented","nrTP",0.0376369221877594,0.0149980378174182,0.0238404476711625,-1.03040941084966,6.21662327158293,8.00986565154625,-0.0265929412713885,0.0640359910297238,0.179407171963735,0.0750223732283067
"IITAaugmented","nrTP",-0.207553295928571,-0.233801443855574,-0.00431215984430296,-0.712619196910168,-0.801478488416462,3.23581411605717,-0.0181443597694341,-0.21610790711007,-0.146987215046233,-0.139850412752733
"IITAaugmented","nrTP",0.118013783699704,0.0596088963207836,0.311161785463233,1.29759044695743,-6.51201895234887,-0.560305151644611,0.0542654562959442,0.205481313892119,-0.0294221405655765,0.199550976471695
"IITAaugmented","nrTP",0.216194734210564,0.00841090748157711,-0.00963549762787893,1.79234827422751,-2.46870377111167,13.8140669070527,-0.0251891180903937,-0.237719716021387,-0.141764709791245,-0.0517358370482126
"IITAaugmented","nrTP",0.250165602568547,0.009227872207102,-0.0207476657290057,2.03107527457401,4.5679895934421,11.5585880280162,-0.0204315701792424,-0.21752669668273,-0.134790126894693,-0.0442833697904321
"IITAaugmented","nrTP",0.229075220593667,0.121831089928923,-0.106904115868795,-1.16877267597297,-9.64164247614908,-6.3687882461896,-0.0200530692332587,-0.110526224526848,-0.0212216375889333,0.0671815735324801
"IITAaugmented","nrTP",-0.193894822084089,-0.0572062867700144,0.121237457711955,4.25617405366474,-1.28968407229355,6.29256685110261,0.0304764336604823,-0.235732963480031,-0.268288465275996,-0.162712659155205
"IITAaugmented","nrTP",-0.111915354139935,-0.0488484155392428,-0.155717223954249,2.94873976290914,-19.7368881887341,8.78080189264841,-0.0155233912039455,-0.135133453940494,-0.108017697253964,-0.120363937044249
"IITAaugmented","nrTP",-0.0405172598345558,-0.0234949801610989,-0.0677225292520007,2.19658690760431,-10.2235316439298,10.0414987090907,-0.0122289161449745,-0.000686177782254358,0.0301511756692308,0.113583355874366
"IITAaugmented","nrTP",-0.394204077146825,-0.0869360736315888,-0.143925845003829,1.88138536202425,-0.563887120121596,9.54645759861775,-0.0203139684870134,0.0779511885780514,0.114637440872188,0.0871241117221759
"IITAaugmented","nrTP",0.151025810537421,-0.0573741141779057,-0.125756333372773,2.00330912278192,0.184036963111538,2.04126826049409,-0.00657677286243711,-0.150819190887339,-0.0928779724057555,-0.205407138952269
"IITAaugmented","nrTP",-0.191251256709412,-0.0874993920731982,0.201769910285518,0.920734278515226,-1.45413809228785,11.6468574828567,0.012867988039137,-0.236384830060436,-0.197200505626124,-0.126423030289656
"IITAaugmented","nrTP",-0.545281129570172,-0.126784558964203,0.0071300842062488,0.647172654982845,6.34689119717787,1.76074614999634,-0.0346293880031992,-0.140261277637161,-0.0227396306207026,-0.214709108355001
"IITAaugmented","nrTP",-0.260657408910094,0.0112274211003908,-0.185293630088241,1.33097611349152,5.47909966543962,-1.09630938335883,0.0104401259314134,-0.00882559438089765,-0.102086047985394,0.0748595429636598
"IITAaugmented","nrTP",-0.258041257517801,-0.0208573907842778,-0.00403849647176455,1.47788209124378,-8.79431277780688,1.07478900512436,0.0204849508730464,-0.188525782712326,-0.133900809986101,-0.0819076486022883
"IITAaugmented","nrTP",-0.374861095994535,-0.0284507458726656,-0.0221235776933859,2.60023774053537,2.42221525839019,13.081119898624,-0.0424041162292778,0.0609460784299939,0.178376562238192,0.0278843976284884
"IITAaugmented","nrTP",-0.227812584250916,-0.0281368208381523,-0.114068563255765,0.316213902701967,-1.42514163170522,7.79670941130941,-0.0247351305987703,-0.0180896583367315,0.049091075646558,-0.0298737287584047
"IITAaugmented","nrTP",-0.0167351540397052,0.110449548568956,0.0913049936102498,0.570670973302882,-1.39350278445066,13.5196101922928,0.0168474765131105,-0.168896274131773,-0.150287126517243,-0.00879293063935491
"IITAaugmented","nrTP",-0.189148550555609,-0.219099332439391,0.00288232143615065,-0.648480098387459,-1.7669582054038,-0.387420797838523,-0.0164519891326055,-0.223068208735078,-0.154711144788267,-0.161460170216482
"IITAaugmented","nrTP",-0.500218716184212,-0.07588263977206,-0.0578928588474585,2.73916485222865,-4.34114093913897,9.40903214325282,-0.0233216363503844,-0.0128047115200148,0.00372201105037187,-0.0371277466821207
"IITAaugmented","nrTP",-0.131517027047406,0.0624851614896567,-0.160589601328694,3.5857626385337,-5.55596885892989,4.83302585551091,0.0284722540999198,0.0641237044362192,-0.0106063128975628,0.0394347855781159
"IITAaugmented","nrTP",0.06895813228413,-0.0244012735016889,-0.128654897893416,1.31242139013769,-5.01297430692049,-4.03365065433994,-0.0328741601573784,-0.128797121218156,0.0132965631537208,-0.124070182998699
"IITAaugmented","nrTP",-0.183310368654519,-0.0871819852924303,-0.0274467819030038,-0.436308298109379,5.48500071141533,-1.2192698969233,-0.0182228067110366,-0.136442176218839,-0.0570449842221538,0.00186843048492767
"IITAaugmented","nrTP",0.144612918689452,-0.02407447940659,0.0816900821873978,0.480113509339957,9.48031039049852,0.977751301851329,0.00835322966957165,-0.0446304996839044,-0.109685024721953,-0.0449310556771282
"IITAaugmented","nrTP",0.197504445496351,0.00396230593188533,-0.0303615027025591,1.80483358074595,5.49007366413922,8.31342139627248,-0.0231016170894827,-0.235504216754103,-0.128618615465379,-0.0671191583294044
"IITAaugmented","nrTP",-0.413696964832854,-0.106770470162499,-0.00321111076629011,1.00029481912332,4.4695413003658,16.7979317115106,-0.0042998293741248,-0.0112220805081536,0.0259781187940317,-0.181409472477853
"IITAaugmented","nrTP",0.0504802191729674,-0.122111611756189,-0.0694324021152696,2.62926938683558,-5.31959273263853,6.46697747721721,-0.0128384659951536,-0.139900541437145,-0.0959061299594679,-0.0384323118758609
"IITAaugmented","nrTP",0.0639415089423935,0.0548566642277511,0.208429904343383,-0.351515626760007,-9.21506951197536,-3.25281112648568,0.020164136346543,0.0175862017549148,-0.0278837695528317,-0.0317276637965929
"IITAaugmented","nrTP",0.0470740780459314,0.0735736312003274,-0.0376707306663171,-0.5319350601923,3.80113892239589,3.32383477189642,-0.0460530507705794,0.0927228780343814,0.244981023514516,0.063161615673125
"IITAaugmented","nrTP",-0.254495654746319,-0.0774682948638813,-0.0916413496125395,0.234844949642499,7.19647182805538,-5.98789068442201,0.0137524775341481,0.114624324480517,0.082055235287292,0.0279636453779476
"IITAaugmented","nrTP",-0.0598446471272972,0.0225091716805322,-0.117657311685364,1.08960313274787,0.897173355778942,-6.18970650482449,0.0219406552979623,-0.141515492934748,-0.169019811171125,-0.060536338860133
"IITAaugmented","nrTP",-0.190662735407913,-0.0641195106822761,0.15918882035637,-0.042508634564702,0.417820268133212,11.2094498429667,0.0148101866301165,-0.265656782374781,-0.204556337613428,-0.126591385008146
"IITAaugmented","nrTP",-0.108292774419604,0.0308626552989122,-0.0816431044120064,-0.429612908444234,-0.931082172121202,1.04860243262128,-0.0120709278755499,-0.12314193477247,-0.0627712494287707,-0.131372968732456
"IITAaugmented","nrTP",-0.384720148204441,-0.130696363631374,-0.00810405990904873,1.68217452561681,-0.527978940903252,4.02471392691675,-0.106686544774789,-0.388667918285822,-0.00852445314167122,-0.0512489644390795
"IITAaugmented","nrTP",-0.189185118914981,-0.00736274256676291,-0.215117968400779,-0.696127988138638,-4.09615259954935,-0.217964852991991,-0.0197096549107181,-0.171992644952166,-0.0765110837280535,-0.166275605328526
"IITAaugmented","nrTP",0.0869269604160701,0.0561174102686336,0.436675298304374,-1.3676051199313,-6.38100428675527,-0.583221508103115,0.0494643325335189,0.119716157123967,-0.0204386931274798,0.136139145439494
"IITAaugmented","nrTP",-0.18016536898864,-0.0577103281933849,-0.0833221332256327,-0.274150735768135,-5.46839901924638,-1.63914128359695,-0.0129417356877459,-0.177288013779208,-0.107589607515347,-0.116720565645387
"IITAaugmented","nrTP",0.0448760625861918,0.00613496833390528,-0.412764092148537,4.21562005960556,7.11801540541874,0.467513951782443,0.000624030854487788,0.153637287430632,0.057482014778279,0.152619510635065
"IITAaugmented","nrTP",-0.0823859004445044,-0.0328257291956467,-0.303359744043801,3.61891749640823,-1.71372157299173,1.40784434348231,0.0321661838663291,0.106087808613961,-0.0067103283685552,0.0342956338585416
"IITAaugmented","nrTP",0.105934059331044,0.0240641691203151,0.308319289649318,-0.263985359307332,-5.13679185159676,0.223223175190462,0.0499210414698853,0.206138024339913,-0.022542209286937,0.322897596037601
"IITAaugmented","nrTP",-0.177772080241216,-0.056163672679426,-0.294201606147711,0.668225009444626,-0.680099444542347,4.62063663769397,0.0031164782250571,0.0356525638313607,-0.0051430959810945,0.134573867789822
"IITAaugmented","nrTP",-0.0949557938794638,-0.0645040178057164,-0.126487202600338,-1.35867149304147,3.48920306020358,1.33020454677356,0.0151609366023204,0.0954872763744963,0.0468298716389229,0.171452054388655
"IITAaugmented","nrTP",0.0382960039058464,-0.00252701929483999,0.321217631836333,-1.8374818598271,0.388444340875196,-1.34352826193468,-0.00859850904412686,-0.146174294176917,-0.100139919828085,-0.189725510734756
"IITAaugmented","nrTP",-0.349698339633965,-0.0372589729606268,-0.216699316732446,0.146005726600013,2.1912716322623,4.94901244395473,0.0198881470063366,0.217060662615619,0.142973061566466,0.137106864139985
"IITAaugmented","nrTP",-0.0893796287655408,0.00825529211259538,0.297883938192881,0.488460992527636,1.26104563603243,3.11767869431727,-0.00215903073308158,0.00412340831285235,-0.0180850621653046,-0.0245527511535348
"IITAaugmented","nrTP",-0.260634604587808,-0.0930813541973952,-0.124796300985191,0.430644863277029,6.19382869195807,-6.63827267195275,0.0224269643348727,0.179929379515527,0.113764933779718,0.0608511706565381
"IITAaugmented","nrTP",-0.0400006337687983,-0.0132983741187685,-0.0397890489520149,0.771875346351505,4.02381502492081,-0.694094254799977,-0.019905969305676,-0.0681458219576947,0.0307369331322103,-0.134506002057469
"IITAaugmented","nrTP",0.246870977122135,0.0444209546122568,-0.0152856221989318,2.85127191133484,-0.566575240650921,3.20623651711328,-0.0643596156177023,-0.308269596287232,-0.0999888530148367,-0.203848230292562
"IITAaugmented","nrTP",0.0898570993805248,0.00799199828610573,0.142013697799985,-1.60622963721106,-2.18475498383907,-0.357234218318926,-0.029040748751472,-0.165549856139908,-0.0618131561087973,-0.169807092539574
"IITAaugmented","nrTP",-0.19511007816728,-0.0504498281701869,-0.106233019732901,0.39239888207868,-1.60960267329801,2.52128070102804,-0.0555003422157156,-0.209529210995793,-0.01364903682125,-0.159013003548378
"IITAaugmented","nrTP",0.37946954065495,0.054479247798013,-0.0450014408600266,-1.03899377642089,-4.17496970587222,0.813652558417373,0.0323479564937298,0.0403754526774815,-0.0459392529446052,0.0178103852285801
"IITAaugmented","nrTP",-0.144061688630878,0.0298376997303421,-0.00974524986072322,-0.403465317784967,0.265391552018342,1.03650135505796,-0.0600098785912181,-0.16246481375193,0.0143928514719571,-0.211087785147341
"IITAaugmented","nrTP",-0.11625560897223,0.016949910196497,-0.254900664909038,-1.00996692290615,-1.64248413076548,1.07873211545972,-0.000836776464677408,0.100155272457589,0.108683324859754,0.126119227024729
"IITAaugmented","nrTP",-0.285797856792196,-0.0932929637534598,-0.0576586112737022,-0.712876442694584,-0.6890457170325,-3.08716971337746,0.0016445751754522,-0.0322923930533703,-0.0500757332307786,-0.146104091995721
"IITAaugmented","nrTP",-0.0871224951392731,-0.0361267854985646,-0.113857344440813,1.24784733313721,-6.75682082869732,-2.83531542607752,-0.00360207372462742,0.0604773477838487,0.00095236403620028,0.0473748067803687
"IITAaugmented","nrTP",-0.265098806466511,-0.0932544719266547,-0.135145998247216,0.568229867920303,5.98895318405537,-6.51910354691225,0.0231464364622848,0.188692980659483,0.114794639106828,0.07159435639072
